p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
9366|cream rosy burlywood sienna forest|Manufacturer#4|Brand#43|LARGE POLISHED STEEL|35|JUMBO PACK|1275.36|al reques
9367|black peach purple pink tan|Manufacturer#2|Brand#25|MEDIUM BRUSHED STEEL|20|LG BAG|1276.36|theodo
9368|antique deep white blush khaki|Manufacturer#3|Brand#32|LARGE BRUSHED STEEL|1|WRAP BAG|1277.36|foxes sub
9369|burnished lemon saddle firebrick peru|Manufacturer#5|Brand#55|ECONOMY ANODIZED STEEL|39|SM CASE|1278.36|ckages sleep sl
9370|misty gainsboro chocolate dim rosy|Manufacturer#2|Brand#23|PROMO ANODIZED STEEL|18|WRAP CASE|1279.37|c packages. qui
9371|chartreuse moccasin tan yellow peach|Manufacturer#3|Brand#33|PROMO POLISHED NICKEL|35|LG JAR|1280.37|nal packages wake car
9372|ghost lemon drab pink lawn|Manufacturer#1|Brand#15|SMALL BURNISHED TIN|36|JUMBO DRUM|1281.37| about the care
9373|medium cornsilk antique forest maroon|Manufacturer#5|Brand#55|PROMO ANODIZED COPPER|49|MED BOX|1282.37|egular packag
9374|chocolate lavender ghost peru seashell|Manufacturer#4|Brand#42|SMALL BRUSHED STEEL|7|SM BOX|1283.37|ites gro
9375|orchid moccasin lavender papaya dim|Manufacturer#2|Brand#24|MEDIUM BRUSHED STEEL|14|LG BOX|1284.37|slyly accounts. car
9376|lace red lavender navy slate|Manufacturer#1|Brand#11|PROMO POLISHED COPPER|2|JUMBO BAG|1285.37|ymptotes haggle f
9377|chartreuse forest peach sienna papaya|Manufacturer#1|Brand#15|SMALL BURNISHED STEEL|22|LG PACK|1286.37|ding accounts. 
9378|lawn dark papaya navy indian|Manufacturer#5|Brand#55|ECONOMY BURNISHED STEEL|6|JUMBO BOX|1287.37|nic accounts c
9379|azure salmon plum slate forest|Manufacturer#3|Brand#31|SMALL ANODIZED BRASS|42|WRAP BAG|1288.37| dependencies
9380|midnight puff misty sandy aquamarine|Manufacturer#2|Brand#21|MEDIUM BURNISHED TIN|38|LG PKG|1289.38|deas are
9381|frosted lawn blush wheat beige|Manufacturer#5|Brand#51|ECONOMY POLISHED TIN|22|MED PACK|1290.38| detect blithely
9382|cyan lace coral dodger gainsboro|Manufacturer#3|Brand#33|LARGE POLISHED COPPER|34|WRAP CASE|1291.38|cajole qu
9383|cyan puff powder lime violet|Manufacturer#4|Brand#42|SMALL BURNISHED COPPER|4|SM BAG|1292.38|osits. eve
9384|sandy orchid misty floral indian|Manufacturer#3|Brand#35|STANDARD BURNISHED STEEL|14|JUMBO PKG|1293.38|oxes haggl
9385|saddle pink blanched drab rose|Manufacturer#3|Brand#33|PROMO POLISHED BRASS|8|MED CAN|1294.38|e the r
9386|peach red tomato seashell lime|Manufacturer#5|Brand#52|MEDIUM ANODIZED BRASS|37|MED CAN|1295.38|the carefully pending 
9387|rosy indian blush coral royal|Manufacturer#2|Brand#23|SMALL BRUSHED TIN|25|JUMBO PKG|1296.38|ly. fin
9388|hot peru drab grey burnished|Manufacturer#1|Brand#15|ECONOMY BRUSHED TIN|35|SM CAN|1297.38| furiously spe
9389|chartreuse rosy wheat purple pink|Manufacturer#3|Brand#32|ECONOMY ANODIZED COPPER|43|WRAP BOX|1298.38|l sautern
9390|navajo navy khaki burnished misty|Manufacturer#1|Brand#13|STANDARD BRUSHED STEEL|29|WRAP JAR|1299.39|rs. slyly re
9391|azure chartreuse medium almond white|Manufacturer#5|Brand#51|LARGE POLISHED BRASS|25|LG PKG|1300.39|riously silent courts
9392|goldenrod indian lemon lace yellow|Manufacturer#5|Brand#53|STANDARD BURNISHED NICKEL|43|JUMBO PKG|1301.39|ckly ironic requests
9393|ghost lemon midnight mint pale|Manufacturer#1|Brand#13|STANDARD PLATED BRASS|49|MED JAR|1302.39|ests wake carefull
9394|turquoise rosy saddle navajo black|Manufacturer#3|Brand#34|SMALL POLISHED BRASS|33|LG CASE|1303.39|its. carefully pending
9395|sienna cornflower blush aquamarine cornsilk|Manufacturer#5|Brand#55|SMALL PLATED NICKEL|2|SM JAR|1304.39|ld, unusual exc
9396|powder blush navy misty green|Manufacturer#5|Brand#52|PROMO BURNISHED NICKEL|11|WRAP JAR|1305.39|requests.
9397|turquoise mint lavender thistle brown|Manufacturer#4|Brand#45|PROMO ANODIZED BRASS|45|MED PACK|1306.39|eas doze
9398|turquoise purple drab chartreuse firebrick|Manufacturer#4|Brand#45|PROMO ANODIZED BRASS|45|MED CASE|1307.39|equests. ironic ide
9399|brown hot misty tan grey|Manufacturer#5|Brand#52|LARGE BURNISHED TIN|47|LG PACK|1308.39|onic instructions. sly
9400|khaki cyan honeydew floral puff|Manufacturer#3|Brand#31|MEDIUM PLATED STEEL|26|LG CASE|1309.40|. quickly 
9401|beige navy sandy turquoise lemon|Manufacturer#5|Brand#53|PROMO BURNISHED BRASS|32|JUMBO BAG|1310.40|he quic
9402|violet red lace cornsilk cornflower|Manufacturer#3|Brand#31|ECONOMY PLATED COPPER|18|JUMBO PACK|1311.40|dolites. carefully b
9403|plum aquamarine cornflower tan chartreuse|Manufacturer#1|Brand#14|ECONOMY BURNISHED TIN|47|JUMBO PACK|1312.40|ught to h
9404|royal wheat azure frosted sky|Manufacturer#2|Brand#24|STANDARD ANODIZED TIN|9|WRAP DRUM|1313.40|t beneath the u
9405|steel khaki coral metallic frosted|Manufacturer#2|Brand#23|MEDIUM BURNISHED COPPER|19|JUMBO CAN|1314.40| furiously blit
9406|floral snow olive slate red|Manufacturer#5|Brand#51|PROMO PLATED TIN|32|JUMBO BAG|1315.40|sits serve furiou
9407|royal seashell blanched powder metallic|Manufacturer#2|Brand#22|SMALL POLISHED STEEL|34|MED CAN|1316.40|nding, final p
9408|snow forest goldenrod linen tan|Manufacturer#4|Brand#41|PROMO PLATED COPPER|22|LG BOX|1317.40|bold asymptotes.
9409|papaya floral goldenrod hot snow|Manufacturer#5|Brand#53|SMALL ANODIZED STEEL|37|MED PKG|1318.40|unts: permanent pac
9410|light burlywood pink chocolate black|Manufacturer#1|Brand#13|SMALL BURNISHED TIN|10|LG PKG|1319.41| slyly r
9411|smoke moccasin deep sienna tomato|Manufacturer#3|Brand#34|ECONOMY PLATED TIN|16|MED PKG|1320.41|ndencies wake fu
9412|purple powder frosted thistle moccasin|Manufacturer#4|Brand#45|SMALL ANODIZED STEEL|3|JUMBO BOX|1321.41|cies slee
9413|sky thistle firebrick drab olive|Manufacturer#1|Brand#11|ECONOMY BURNISHED TIN|13|JUMBO JAR|1322.41|gle. qu
9414|chartreuse smoke green rose black|Manufacturer#5|Brand#55|SMALL POLISHED NICKEL|44|SM PKG|1323.41|ly across the quick
9415|peach steel lace sandy navy|Manufacturer#3|Brand#34|SMALL POLISHED TIN|19|LG PKG|1324.41|ts use entici
9416|honeydew indian white smoke chocolate|Manufacturer#1|Brand#15|ECONOMY PLATED TIN|7|JUMBO CASE|1325.41|odolites according t
9417|saddle pink rose sky snow|Manufacturer#4|Brand#41|MEDIUM PLATED TIN|46|SM PACK|1326.41|ep. f
9418|indian almond bisque olive aquamarine|Manufacturer#3|Brand#31|SMALL BURNISHED NICKEL|5|WRAP CAN|1327.41|final de
9419|pale royal navajo forest rosy|Manufacturer#5|Brand#55|MEDIUM PLATED BRASS|17|JUMBO BOX|1328.41|s. quickly ir
9420|rose black white firebrick navajo|Manufacturer#3|Brand#32|STANDARD BURNISHED BRASS|45|JUMBO PACK|1329.42|ges daz
9421|rose royal dark blush peru|Manufacturer#3|Brand#32|LARGE POLISHED NICKEL|13|MED PKG|1330.42|ular, p
9422|puff firebrick blanched smoke olive|Manufacturer#2|Brand#21|MEDIUM POLISHED NICKEL|36|WRAP PACK|1331.42|ronic requests nag 
9423|burnished sky rose blue turquoise|Manufacturer#5|Brand#54|MEDIUM POLISHED STEEL|44|LG PKG|1332.42|refully sil
9424|almond thistle purple ghost frosted|Manufacturer#4|Brand#41|MEDIUM ANODIZED BRASS|13|WRAP BOX|1333.42|cingly requests! da
9425|burlywood aquamarine honeydew tomato dim|Manufacturer#4|Brand#42|STANDARD PLATED TIN|34|JUMBO DRUM|1334.42|, final accounts dete
9426|red wheat mint thistle salmon|Manufacturer#5|Brand#53|PROMO BURNISHED STEEL|23|SM BAG|1335.42|atterns. blithe
9427|rosy frosted peach wheat slate|Manufacturer#3|Brand#32|STANDARD ANODIZED BRASS|32|LG PKG|1336.42|s detect carefully.
9428|khaki firebrick red orange burnished|Manufacturer#1|Brand#13|MEDIUM BRUSHED STEEL|46|JUMBO CAN|1337.42|s sublate blithely al
9429|smoke lace sandy pale dodger|Manufacturer#5|Brand#52|PROMO PLATED STEEL|20|JUMBO PKG|1338.42|oxes. final reques
9430|frosted dark magenta gainsboro metallic|Manufacturer#2|Brand#25|ECONOMY PLATED BRASS|15|WRAP BAG|1339.43|theodolites. de
9431|wheat coral indian dark cornflower|Manufacturer#2|Brand#25|SMALL BURNISHED STEEL|14|SM BAG|1340.43| slyly acco
9432|red steel chiffon hot chartreuse|Manufacturer#2|Brand#22|LARGE ANODIZED TIN|39|WRAP DRUM|1341.43|t furiously
9433|chartreuse slate linen aquamarine lace|Manufacturer#5|Brand#54|ECONOMY BRUSHED STEEL|8|JUMBO PKG|1342.43|the carefully ruthle
9434|smoke pink antique lace sandy|Manufacturer#3|Brand#31|SMALL PLATED STEEL|27|SM JAR|1343.43|ular deposits. qu
9435|deep brown sandy orange tan|Manufacturer#4|Brand#43|ECONOMY POLISHED COPPER|12|SM BOX|1344.43|o beans after the r
9436|steel navy cornsilk olive saddle|Manufacturer#1|Brand#15|ECONOMY BRUSHED COPPER|1|LG CAN|1345.43|he quickly final d
9437|ivory olive seashell ghost metallic|Manufacturer#2|Brand#21|MEDIUM ANODIZED NICKEL|48|LG CAN|1346.43|ickly b
9438|drab sandy ivory thistle green|Manufacturer#1|Brand#13|STANDARD POLISHED STEEL|12|SM PACK|1347.43|ful accounts. bold a
9439|thistle snow burlywood peach cornsilk|Manufacturer#4|Brand#44|SMALL BURNISHED COPPER|49|MED DRUM|1348.43| ideas cajol
9440|goldenrod drab papaya midnight frosted|Manufacturer#1|Brand#13|LARGE BURNISHED TIN|7|WRAP BOX|1349.44|its are furious
9441|ghost steel khaki papaya peach|Manufacturer#5|Brand#55|STANDARD BRUSHED TIN|38|MED DRUM|1350.44|haggle quic
9442|puff black yellow pale thistle|Manufacturer#4|Brand#45|SMALL BRUSHED BRASS|27|WRAP BAG|1351.44|efully even r
9443|peach deep pale cream burnished|Manufacturer#2|Brand#23|ECONOMY PLATED BRASS|44|MED CAN|1352.44|ests detect 
9444|plum lavender black white tan|Manufacturer#2|Brand#22|STANDARD PLATED STEEL|14|WRAP CASE|1353.44| to the final pa
9445|lace sandy powder forest khaki|Manufacturer#5|Brand#54|SMALL POLISHED TIN|9|WRAP BAG|1354.44|y final deposi
9446|cream almond navajo bisque firebrick|Manufacturer#4|Brand#43|SMALL BURNISHED BRASS|28|WRAP PACK|1355.44| unusual
9447|lace cream frosted red goldenrod|Manufacturer#3|Brand#35|MEDIUM ANODIZED NICKEL|35|SM PKG|1356.44|tect furio
9448|cornflower lawn snow beige drab|Manufacturer#3|Brand#33|MEDIUM BRUSHED STEEL|40|LG PKG|1357.44|egular ideas. regular
9449|green sky linen turquoise drab|Manufacturer#4|Brand#43|LARGE PLATED NICKEL|7|SM BAG|1358.44|upon the ideas sleep s
9450|plum cream peach goldenrod smoke|Manufacturer#2|Brand#21|STANDARD BURNISHED COPPER|21|SM CASE|1359.45|tions a
9451|deep almond rose firebrick chartreuse|Manufacturer#4|Brand#45|STANDARD POLISHED BRASS|34|WRAP BOX|1360.45|ully special foxes. so
9452|burnished red royal aquamarine hot|Manufacturer#3|Brand#31|LARGE POLISHED COPPER|31|LG PACK|1361.45|inder slyl
9453|burlywood beige peach sky firebrick|Manufacturer#1|Brand#13|PROMO ANODIZED COPPER|24|JUMBO CASE|1362.45|ests! blithely even re
9454|white cyan brown lime ivory|Manufacturer#2|Brand#22|STANDARD POLISHED COPPER|28|LG JAR|1363.45|press excuses. fu
9455|dark antique light hot spring|Manufacturer#1|Brand#15|PROMO BRUSHED NICKEL|8|SM DRUM|1364.45|ages a
9456|dim lace bisque spring midnight|Manufacturer#5|Brand#54|LARGE PLATED TIN|31|WRAP PKG|1365.45|. unusual warhor
9457|white seashell blanched lace smoke|Manufacturer#1|Brand#14|MEDIUM PLATED TIN|13|WRAP PACK|1366.45|, pending theo
9458|orchid magenta burnished honeydew pale|Manufacturer#4|Brand#44|SMALL ANODIZED COPPER|2|SM BAG|1367.45|ate final, even excu
9459|spring lavender mint chocolate burlywood|Manufacturer#4|Brand#42|SMALL PLATED TIN|36|WRAP PACK|1368.45|leep furi
9460|yellow thistle dodger lime cornflower|Manufacturer#3|Brand#33|MEDIUM BURNISHED BRASS|43|SM CAN|1369.46|ructions acc
9461|deep light violet brown chiffon|Manufacturer#5|Brand#53|LARGE POLISHED COPPER|37|WRAP JAR|1370.46|urts. dolph
9462|chocolate lace navajo coral plum|Manufacturer#1|Brand#14|LARGE BURNISHED STEEL|22|WRAP CASE|1371.46| ironic accounts. pint
9463|olive purple frosted cornsilk cream|Manufacturer#1|Brand#13|SMALL BRUSHED NICKEL|27|WRAP BOX|1372.46|al packages. fluffily
9464|slate seashell smoke moccasin lace|Manufacturer#1|Brand#13|LARGE BRUSHED COPPER|36|WRAP CAN|1373.46|iously bold de
9465|cream black bisque honeydew lemon|Manufacturer#4|Brand#44|STANDARD PLATED BRASS|28|JUMBO PKG|1374.46|quests are furiously.
9466|sandy spring lavender burnished rose|Manufacturer#1|Brand#14|ECONOMY BRUSHED COPPER|21|WRAP PACK|1375.46|ans integra
9467|khaki royal lavender bisque turquoise|Manufacturer#4|Brand#44|SMALL BRUSHED STEEL|50|WRAP DRUM|1376.46|beans sleep blithel
9468|navy wheat midnight beige rose|Manufacturer#5|Brand#52|LARGE BURNISHED BRASS|32|LG BAG|1377.46|lent excuses sleep unu
9469|ivory lime rose smoke tan|Manufacturer#2|Brand#24|MEDIUM PLATED TIN|34|JUMBO JAR|1378.46|e quickly express dep
9470|cream azure medium sky steel|Manufacturer#3|Brand#31|STANDARD BRUSHED TIN|2|JUMBO PKG|1379.47|refully
9471|aquamarine white ivory red orange|Manufacturer#5|Brand#53|SMALL BRUSHED COPPER|3|MED BAG|1380.47| against the ironi
9472|floral peach beige tomato blush|Manufacturer#4|Brand#41|LARGE PLATED NICKEL|23|LG BOX|1381.47|! unusual in
9473|navajo midnight maroon violet honeydew|Manufacturer#1|Brand#14|MEDIUM POLISHED STEEL|16|MED DRUM|1382.47| furious
9474|sky dark brown forest lawn|Manufacturer#1|Brand#14|ECONOMY ANODIZED NICKEL|34|SM PKG|1383.47| cajole carefully
9475|blue bisque khaki dim red|Manufacturer#3|Brand#33|STANDARD POLISHED BRASS|19|SM PACK|1384.47|osits. quickly ironi
9476|orange green sandy goldenrod pink|Manufacturer#5|Brand#53|MEDIUM BURNISHED BRASS|40|WRAP CASE|1385.47|careful
9477|midnight moccasin grey gainsboro purple|Manufacturer#4|Brand#43|MEDIUM PLATED STEEL|32|SM CAN|1386.47|ut the 
9478|dim grey linen tomato violet|Manufacturer#1|Brand#13|LARGE BRUSHED STEEL|37|JUMBO CAN|1387.47|ss the blith
9479|metallic indian rosy chartreuse rose|Manufacturer#2|Brand#25|PROMO PLATED BRASS|22|JUMBO CAN|1388.47|ounts caj
9480|orchid brown moccasin burlywood steel|Manufacturer#4|Brand#42|STANDARD BURNISHED STEEL|3|LG PACK|1389.48| caref
9481|puff sandy navajo peach sky|Manufacturer#2|Brand#23|PROMO PLATED COPPER|2|LG PKG|1390.48| among the slyl
9482|thistle peru peach navajo sky|Manufacturer#4|Brand#43|LARGE PLATED TIN|18|LG DRUM|1391.48|ts haggle blithely 
9483|green purple violet burlywood orange|Manufacturer#1|Brand#15|ECONOMY PLATED NICKEL|49|WRAP PKG|1392.48|s thrash against t
9484|smoke firebrick green tan saddle|Manufacturer#5|Brand#51|MEDIUM BRUSHED STEEL|46|SM BAG|1393.48|ress, iro
9485|peru antique white navy lime|Manufacturer#4|Brand#45|SMALL ANODIZED NICKEL|30|LG DRUM|1394.48|final instruction
9486|brown chartreuse sienna black moccasin|Manufacturer#5|Brand#53|PROMO POLISHED TIN|4|LG CAN|1395.48|the blithely even
9487|purple cornsilk spring thistle bisque|Manufacturer#3|Brand#32|LARGE PLATED COPPER|30|MED CASE|1396.48|pecial deposi
9488|almond magenta sienna coral smoke|Manufacturer#1|Brand#15|SMALL PLATED BRASS|44|SM PACK|1397.48|sual deposits haggle
9489|khaki papaya dark magenta salmon|Manufacturer#4|Brand#44|ECONOMY ANODIZED STEEL|12|JUMBO PKG|1398.48|omas sleep slyly a
9490|lime salmon linen khaki floral|Manufacturer#1|Brand#15|SMALL POLISHED BRASS|22|SM CASE|1399.49|requests. ironic r
9491|lemon navy honeydew ghost gainsboro|Manufacturer#5|Brand#53|MEDIUM BURNISHED STEEL|13|MED PACK|1400.49|bold req
9492|saddle gainsboro seashell lace frosted|Manufacturer#2|Brand#23|STANDARD PLATED TIN|25|SM PKG|1401.49|even packages. sp
9493|tomato firebrick lawn plum chocolate|Manufacturer#5|Brand#52|STANDARD PLATED NICKEL|27|WRAP JAR|1402.49|efully
9494|misty rosy thistle steel saddle|Manufacturer#2|Brand#25|LARGE POLISHED COPPER|24|LG BOX|1403.49|nal platelets. s
9495|burnished bisque aquamarine midnight grey|Manufacturer#1|Brand#13|STANDARD ANODIZED STEEL|35|JUMBO CAN|1404.49|oost acc
9496|salmon cream medium indian purple|Manufacturer#3|Brand#32|PROMO POLISHED COPPER|42|SM PACK|1405.49|kindle sl
9497|dark navajo almond aquamarine ghost|Manufacturer#1|Brand#13|STANDARD BURNISHED COPPER|21|WRAP BAG|1406.49|ests. al
9498|red floral cornflower chocolate chartreuse|Manufacturer#5|Brand#53|SMALL BRUSHED TIN|46|LG JAR|1407.49|ts. regular wartho
9499|royal floral sky smoke navy|Manufacturer#5|Brand#54|ECONOMY ANODIZED BRASS|45|SM BOX|1408.49|fter the furiously ir
9500|aquamarine seashell lawn papaya forest|Manufacturer#4|Brand#42|STANDARD POLISHED BRASS|6|JUMBO CAN|1409.50|ng the quickly fina
9501|sky sienna indian dim chartreuse|Manufacturer#1|Brand#13|SMALL PLATED TIN|7|SM CASE|1410.50|ngage
9502|metallic sky snow gainsboro powder|Manufacturer#3|Brand#31|ECONOMY ANODIZED STEEL|3|JUMBO PKG|1411.50|s. slyly brave pinto b
9503|blush ivory medium chartreuse violet|Manufacturer#5|Brand#54|MEDIUM BRUSHED BRASS|21|LG JAR|1412.50|y across the dolph
9504|mint floral powder ivory dodger|Manufacturer#2|Brand#24|LARGE BRUSHED TIN|15|WRAP DRUM|1413.50| silen
9505|steel burlywood antique seashell chiffon|Manufacturer#4|Brand#41|ECONOMY BURNISHED COPPER|18|JUMBO BAG|1414.50|ackages 
9506|antique honeydew violet goldenrod burnished|Manufacturer#4|Brand#45|MEDIUM PLATED TIN|43|WRAP DRUM|1415.50|endin
9507|coral thistle magenta gainsboro dodger|Manufacturer#4|Brand#41|MEDIUM BRUSHED BRASS|44|LG BOX|1416.50|lve regularl
9508|almond white powder green blue|Manufacturer#4|Brand#41|SMALL PLATED TIN|44|SM BAG|1417.50|ironic 
9509|drab ivory plum deep firebrick|Manufacturer#4|Brand#41|PROMO PLATED COPPER|12|SM CASE|1418.50|ounts wake across 
9510|chiffon grey yellow royal ghost|Manufacturer#5|Brand#52|PROMO BURNISHED COPPER|38|JUMBO DRUM|1419.51|regula
9511|violet puff deep chiffon sienna|Manufacturer#3|Brand#31|MEDIUM BURNISHED NICKEL|42|WRAP BAG|1420.51|mptotes
9512|chiffon navy orange cornsilk black|Manufacturer#2|Brand#21|PROMO PLATED COPPER|50|LG JAR|1421.51|instructions a
9513|blush puff hot gainsboro mint|Manufacturer#5|Brand#51|ECONOMY BURNISHED TIN|26|WRAP CASE|1422.51|riously
9514|cream white pale dodger thistle|Manufacturer#3|Brand#34|LARGE BURNISHED STEEL|46|LG JAR|1423.51|slyly final in
9515|metallic yellow sienna medium linen|Manufacturer#3|Brand#31|MEDIUM POLISHED TIN|5|SM JAR|1424.51|side of the regul
9516|sandy maroon dark lavender firebrick|Manufacturer#3|Brand#32|STANDARD BURNISHED NICKEL|26|MED JAR|1425.51|yly around the regul
9517|antique frosted brown almond chartreuse|Manufacturer#2|Brand#23|ECONOMY BRUSHED STEEL|20|JUMBO CAN|1426.51| ironic, bold p
9518|tan antique blanched black blush|Manufacturer#2|Brand#25|SMALL POLISHED STEEL|15|SM CAN|1427.51|e careful
9519|honeydew medium gainsboro lavender mint|Manufacturer#5|Brand#52|PROMO BRUSHED NICKEL|47|SM PKG|1428.51|er ex
9520|royal cornflower misty lawn steel|Manufacturer#4|Brand#42|LARGE BURNISHED BRASS|21|JUMBO CASE|1429.52|e slyly fin
9521|ghost antique lime indian sienna|Manufacturer#1|Brand#13|SMALL BURNISHED TIN|30|JUMBO JAR|1430.52|reach quickly final,
9522|misty metallic brown medium lawn|Manufacturer#3|Brand#35|STANDARD BURNISHED NICKEL|21|JUMBO BAG|1431.52|. blithely regular i
9523|lace papaya coral ivory pink|Manufacturer#2|Brand#25|ECONOMY BURNISHED TIN|6|SM BOX|1432.52|ke ab
9524|sky coral lemon saddle almond|Manufacturer#4|Brand#42|STANDARD BURNISHED BRASS|34|MED CASE|1433.52|ackages. bl
9525|honeydew indian seashell salmon yellow|Manufacturer#5|Brand#51|STANDARD BRUSHED NICKEL|22|MED BOX|1434.52|playe
9526|peru midnight chocolate gainsboro puff|Manufacturer#2|Brand#24|MEDIUM PLATED COPPER|11|LG PACK|1435.52|are along the fluffi
9527|light tan tomato salmon maroon|Manufacturer#1|Brand#15|SMALL BRUSHED COPPER|22|WRAP JAR|1436.52|even theod
9528|chartreuse maroon brown hot light|Manufacturer#5|Brand#53|STANDARD ANODIZED BRASS|18|JUMBO PKG|1437.52|es. pending ide
9529|pink drab aquamarine lawn tomato|Manufacturer#2|Brand#21|STANDARD PLATED NICKEL|10|MED PACK|1438.52|lly iro
9530|salmon ghost gainsboro white powder|Manufacturer#1|Brand#11|MEDIUM POLISHED NICKEL|43|MED JAR|1439.53|ide of the unusual gi
9531|pale plum forest black brown|Manufacturer#2|Brand#22|MEDIUM POLISHED TIN|36|JUMBO DRUM|1440.53|. carefully r
9532|chocolate maroon orchid orange forest|Manufacturer#3|Brand#33|SMALL BURNISHED STEEL|32|SM BAG|1441.53|tructions 
9533|cornsilk pale snow firebrick chartreuse|Manufacturer#2|Brand#21|STANDARD BURNISHED COPPER|32|JUMBO PKG|1442.53|telets. blithely ex
9534|salmon coral deep rose dodger|Manufacturer#2|Brand#25|LARGE PLATED BRASS|14|JUMBO BOX|1443.53|its about t
9535|green honeydew midnight gainsboro powder|Manufacturer#5|Brand#54|SMALL ANODIZED NICKEL|38|JUMBO JAR|1444.53| abou
9536|azure goldenrod sienna slate lawn|Manufacturer#1|Brand#11|PROMO ANODIZED STEEL|17|LG CASE|1445.53| cajole enticing 
9537|wheat bisque snow seashell spring|Manufacturer#5|Brand#55|MEDIUM POLISHED NICKEL|38|SM CASE|1446.53|tions na
9538|plum forest blanched gainsboro navy|Manufacturer#2|Brand#24|SMALL BRUSHED NICKEL|49|WRAP JAR|1447.53| deposits. carefully
9539|gainsboro frosted orange grey magenta|Manufacturer#3|Brand#34|ECONOMY ANODIZED TIN|30|LG CAN|1448.53|r sentiments doubt s
9540|chocolate smoke deep cream misty|Manufacturer#1|Brand#11|LARGE POLISHED NICKEL|8|JUMBO PKG|1449.54|ronic asymp
